40332,44194,37130,0.22534926947803136,16587,0.22534926947803136
30435,89826,17780,0.14292189331402338,5026,0.14292189331402338
45639,94894,41282,0.26238829067320624,16585,0.26238829067320624
16744,85455,41968,0.21864515290232206,16820,0.21864515290232206
51837,95453,41040,0.22715554223934278,14843,0.22715554223934278
88607,66091,23825,0.15311695644343487,8206,0.15311695644343487
27514,71797,56056,0.2565272075080609,20775,0.2565272075080609
10033,84029,71052,0.2683148642142416,31928,0.2683148642142416
18416,45347,33620,0.20169752024904683,9429,0.20169752024904683
22927,85269,26936,0.17429272340137658,7690,0.17429272340137658
32462,29433,63020,0.23971971989135113,18265,0.23971971989135113
19772,25366,55205,0.2757377344630584,24469,0.2757377344630584
56018,73819,33960,0.17034563833865116,7675,0.17034563833865116
91887,92634,16410,0.1782787972357786,4097,0.1782787972357786
94432,95558,34339,0.17171517093192518,8455,0.17171517093192518
74682,62087,23680,0.2895665082787536,8155,0.2895665082787536
20874,63767,44490,0.2973940010547964,17284,0.2973940010547964
74278,27578,40939,0.3090358766811346,24901,0.3090358766811346
96556,68931,44090,0.2081941960912159,14703,0.2081941960912159
50921,17831,31879,0.179416245374422,12933,0.179416245374422
